id,employeeid,log_datetime,direction,shortname,serialno
359,1293,2024-07-31 19:35:11+00,In Device,CHECKIN,NCD8242000216
360,1666,2024-07-31 19:43:26+00,In Device,CHECKIN,NCD8242000216
361,1214,2024-07-31 19:55:35+00,In Device,CHECKIN,NCD8242000216
362,1431,2024-07-31 21:34:26+00,In Device,CHECKIN,NCD8242000216
363,1316,2024-07-31 21:37:43+00,In Device,CHECKIN,NCD8242000216
364,951,2024-07-31 21:48:54+00,In Device,CHECKIN,NCD8242000216
365,1438,2024-07-31 21:50:21+00,In Device,CHECKIN,NCD8242000216
366,1617,2024-07-31 21:56:02+00,In Device,CHECKIN,NCD8242000216
367,1599,2024-07-31 21:56:05+00,In Device,CHECKIN,NCD8242000216
368,1661,2024-07-31 21:56:09+00,In Device,CHECKIN,NCD8242000216
369,1507,2024-07-31 21:56:11+00,In Device,CHECKIN,NCD8242000216
370,1666,2024-07-31 21:56:12+00,In Device,CHECKIN,NCD8242000216
371,1620,2024-07-31 21:56:17+00,In Device,CHECKIN,NCD8242000216
372,1604,2024-07-31 21:56:20+00,In Device,CHECKIN,NCD8242000216
373,1603,2024-07-31 21:56:24+00,In Device,CHECKIN,NCD8242000216
374,1619,2024-07-31 21:56:26+00,In Device,CHECKIN,NCD8242000216
375,1289,2024-07-31 21:56:49+00,In Device,CHECKIN,NCD8242000216
376,1033,2024-07-31 21:56:52+00,In Device,CHECKIN,NCD8242000216
377,1081,2024-07-31 21:56:54+00,In Device,CHECKIN,NCD8242000216
378,1237,2024-07-31 22:00:06+00,In Device,CHECKIN,NCD8242000216
379,1498,2024-07-31 22:00:12+00,In Device,CHECKIN,NCD8242000216
380,1549,2024-07-31 22:03:22+00,In Device,CHECKIN,NCD8242000216
381,1038,2024-07-31 22:05:00+00,In Device,CHECKIN,NCD8242000216
382,1114,2024-07-31 22:06:35+00,In Device,CHECKIN,NCD8242000216
383,1045,2024-07-31 22:09:11+00,In Device,CHECKIN,NCD8242000216
384,1384,2024-07-31 22:09:16+00,In Device,CHECKIN,NCD8242000216
385,1378,2024-08-01 00:59:46+00,In Device,CHECKIN,NCD8242000216
386,951,2024-08-01 01:26:06+00,In Device,CHECKIN,NCD8242000216
387,1226,2024-08-01 01:41:05+00,In Device,CHECKIN,NCD8242000216
388,1567,2024-08-01 05:40:25+00,In Device,CHECKIN,NCD8242000216
389,1194,2024-08-01 05:48:44+00,In Device,CHECKIN,NCD8242000216
390,1525,2024-08-01 05:48:44+00,In Device,CHECKIN,NCD8242000216
391,1601,2024-08-01 05:48:47+00,In Device,CHECKIN,NCD8242000216
392,1459,2024-08-01 05:48:49+00,In Device,CHECKIN,NCD8242000216
393,1469,2024-08-01 05:49:32+00,In Device,CHECKIN,NCD8242000216
394,1262,2024-08-01 05:49:40+00,In Device,CHECKIN,NCD8242000216
395,1232,2024-08-01 05:51:39+00,In Device,CHECKIN,NCD8242000216
396,1258,2024-08-01 05:51:59+00,In Device,CHECKIN,NCD8242000216
397,828,2024-08-01 05:52:58+00,In Device,CHECKIN,NCD8242000216
398,1171,2024-08-01 05:53:08+00,In Device,CHECKIN,NCD8242000216
399,1119,2024-08-01 05:53:41+00,In Device,CHECKIN,NCD8242000216
400,1150,2024-08-01 05:53:48+00,In Device,CHECKIN,NCD8242000216
401,1316,2024-08-01 05:57:31+00,In Device,CHECKIN,NCD8242000216
402,1477,2024-08-01 05:57:34+00,In Device,CHECKIN,NCD8242000216
403,1271,2024-08-01 05:57:39+00,In Device,CHECKIN,NCD8242000216
404,1378,2024-08-01 05:57:44+00,In Device,CHECKIN,NCD8242000216
405,1101,2024-08-01 05:57:51+00,In Device,CHECKIN,NCD8242000216
406,1287,2024-08-01 06:00:11+00,In Device,CHECKIN,NCD8242000216
407,1114,2024-08-01 06:00:18+00,In Device,CHECKIN,NCD8242000216
408,1183,2024-08-01 06:03:10+00,In Device,CHECKIN,NCD8242000216
409,1201,2024-08-01 06:03:35+00,In Device,CHECKIN,NCD8242000216
410,1534,2024-08-01 06:03:39+00,In Device,CHECKIN,NCD8242000216
411,1402,2024-08-01 06:09:02+00,In Device,CHECKIN,NCD8242000216
412,1420,2024-08-01 06:13:23+00,In Device,CHECKIN,NCD8242000216
413,1643,2024-08-01 06:16:54+00,In Device,CHECKIN,NCD8242000216
414,1528,2024-08-01 06:20:30+00,In Device,CHECKIN,NCD8242000216
415,1471,2024-08-01 06:20:35+00,In Device,CHECKIN,NCD8242000216
416,1593,2024-08-01 06:21:34+00,In Device,CHECKIN,NCD8242000216
417,1421,2024-08-01 06:22:27+00,In Device,CHECKIN,NCD8242000216
418,1371,2024-08-01 06:22:47+00,In Device,CHECKIN,NCD8242000216
419,1663,2024-08-01 06:27:01+00,In Device,CHECKIN,NCD8242000216
420,1632,2024-08-01 08:18:40+00,In Device,CHECKIN,NCD8242000216
421,916,2024-08-01 08:23:55+00,In Device,CHECKIN,NCD8242000216
422,1181,2024-08-01 08:26:15+00,In Device,CHECKIN,NCD8242000216
423,990,2024-08-01 08:30:31+00,In Device,CHECKIN,NCD8242000216
424,1625,2024-08-01 08:31:59+00,In Device,CHECKIN,NCD8242000216
425,1053,2024-08-01 08:33:04+00,In Device,CHECKIN,NCD8242000216
426,1078,2024-08-01 08:33:57+00,In Device,CHECKIN,NCD8242000216
427,1388,2024-08-01 08:35:48+00,In Device,CHECKIN,NCD8242000216
428,904,2024-08-01 08:37:02+00,In Device,CHECKIN,NCD8242000216
429,1287,2024-08-01 08:38:17+00,In Device,CHECKIN,NCD8242000216
430,845,2024-08-01 08:38:19+00,In Device,CHECKIN,NCD8242000216
431,1094,2024-08-01 08:39:09+00,In Device,CHECKIN,NCD8242000216
432,1262,2024-08-01 08:40:06+00,In Device,CHECKIN,NCD8242000216
433,1335,2024-08-01 08:41:16+00,In Device,CHECKIN,NCD8242000216
434,1585,2024-08-01 08:42:22+00,In Device,CHECKIN,NCD8242000216
435,1320,2024-08-01 08:43:43+00,In Device,CHECKIN,NCD8242000216
436,1593,2024-08-01 08:44:22+00,In Device,CHECKIN,NCD8242000216
437,798,2024-08-01 08:45:19+00,In Device,CHECKIN,NCD8242000216
438,1669,2024-08-01 08:46:18+00,In Device,CHECKIN,NCD8242000216
439,1305,2024-08-01 08:48:36+00,In Device,CHECKIN,NCD8242000216
440,1070,2024-08-01 08:50:04+00,In Device,CHECKIN,NCD8242000216
441,1439,2024-08-01 08:51:06+00,In Device,CHECKIN,NCD8242000216
442,830,2024-08-01 08:51:49+00,In Device,CHECKIN,NCD8242000216
443,844,2024-08-01 08:51:54+00,In Device,CHECKIN,NCD8242000216
444,1578,2024-08-01 08:53:21+00,In Device,CHECKIN,NCD8242000216
445,1597,2024-08-01 08:54:25+00,In Device,CHECKIN,NCD8242000216
446,1594,2024-08-01 08:55:11+00,In Device,CHECKIN,NCD8242000216
447,1636,2024-08-01 08:59:07+00,In Device,CHECKIN,NCD8242000216
448,806,2024-08-01 08:59:18+00,In Device,CHECKIN,NCD8242000216
449,1639,2024-08-01 09:00:17+00,In Device,CHECKIN,NCD8242000216
450,1131,2024-08-01 09:01:54+00,In Device,CHECKIN,NCD8242000216
451,1514,2024-08-01 09:02:04+00,In Device,CHECKIN,NCD8242000216
452,1393,2024-08-01 09:10:57+00,In Device,CHECKIN,NCD8242000216
453,1365,2024-08-01 09:29:38+00,In Device,CHECKIN,NCD8242000216
454,1444,2024-08-01 09:31:11+00,In Device,CHECKIN,NCD8242000216
455,1228,2024-08-01 09:32:11+00,In Device,CHECKIN,NCD8242000216
456,1252,2024-08-01 09:34:46+00,In Device,CHECKIN,NCD8242000216
457,1611,2024-08-01 09:35:55+00,In Device,CHECKIN,NCD8242000216
458,1151,2024-08-01 09:40:40+00,In Device,CHECKIN,NCD8242000216
459,1533,2024-08-01 09:41:58+00,In Device,CHECKIN,NCD8242000216
460,1596,2024-08-01 09:44:31+00,In Device,CHECKIN,NCD8242000216
461,1569,2024-08-01 09:46:16+00,In Device,CHECKIN,NCD8242000216
462,1613,2024-08-01 09:48:10+00,In Device,CHECKIN,NCD8242000216
463,1172,2024-08-01 09:49:06+00,In Device,CHECKIN,NCD8242000216
464,1191,2024-08-01 09:50:11+00,In Device,CHECKIN,NCD8242000216
465,1370,2024-08-01 09:51:09+00,In Device,CHECKIN,NCD8242000216
466,1452,2024-08-01 09:52:25+00,In Device,CHECKIN,NCD8242000216
467,1492,2024-08-01 09:53:17+00,In Device,CHECKIN,NCD8242000216
468,1158,2024-08-01 09:54:27+00,In Device,CHECKIN,NCD8242000216
469,1287,2024-08-01 09:55:21+00,In Device,CHECKIN,NCD8242000216
470,RAGINI001,2024-08-01 09:56:23+00,In Device,CHECKIN,NCD8242000216
471,1264,2024-08-01 10:03:19+00,In Device,CHECKIN,NCD8242000216
472,806,2024-08-01 10:03:57+00,In Device,CHECKIN,NCD8242000216
473,1428,2024-08-01 10:05:46+00,In Device,CHECKIN,NCD8242000216
474,1125,2024-08-01 10:07:41+00,In Device,CHECKIN,NCD8242000216
475,1217,2024-08-01 10:08:59+00,In Device,CHECKIN,NCD8242000216
476,1592,2024-08-01 10:10:00+00,In Device,CHECKIN,NCD8242000216
477,1483,2024-08-01 10:11:18+00,In Device,CHECKIN,NCD8242000216
478,1371,2024-08-01 10:24:26+00,In Device,CHECKIN,NCD8242000216
479,1543,2024-08-01 10:26:25+00,In Device,CHECKIN,NCD8242000216
480,1028,2024-08-01 10:27:55+00,In Device,CHECKIN,NCD8242000216
481,1037,2024-08-01 10:28:58+00,In Device,CHECKIN,NCD8242000216
482,1642,2024-08-01 10:30:03+00,In Device,CHECKIN,NCD8242000216
483,1544,2024-08-01 10:32:24+00,In Device,CHECKIN,NCD8242000216
484,896,2024-08-01 10:35:49+00,In Device,CHECKIN,NCD8242000216
485,1532,2024-08-01 10:37:35+00,In Device,CHECKIN,NCD8242000216
486,1570,2024-08-01 10:38:33+00,In Device,CHECKIN,NCD8242000216
487,1086,2024-08-01 10:39:56+00,In Device,CHECKIN,NCD8242000216
488,1582,2024-08-01 10:41:10+00,In Device,CHECKIN,NCD8242000216
489,1605,2024-08-01 10:44:30+00,In Device,CHECKIN,NCD8242000216
490,1664,2024-08-01 10:46:12+00,In Device,CHECKIN,NCD8242000216
491,1370,2024-08-01 11:35:14+00,In Device,CHECKIN,NCD8242000216
492,1092,2024-08-01 11:37:20+00,In Device,CHECKIN,NCD8242000216
493,1439,2024-08-01 11:38:10+00,In Device,CHECKIN,NCD8242000216
494,848,2024-08-01 11:38:12+00,In Device,CHECKIN,NCD8242000216
495,1335,2024-08-01 11:38:13+00,In Device,CHECKIN,NCD8242000216
496,1264,2024-08-01 11:43:24+00,In Device,CHECKIN,NCD8242000216
497,1158,2024-08-01 11:43:34+00,In Device,CHECKIN,NCD8242000216
498,1575,2024-08-01 11:44:47+00,In Device,CHECKIN,NCD8242000216
499,1078,2024-08-01 11:47:47+00,In Device,CHECKIN,NCD8242000216
500,1669,2024-08-01 11:47:49+00,In Device,CHECKIN,NCD8242000216
501,1181,2024-08-01 11:50:26+00,In Device,CHECKIN,NCD8242000216
502,1473,2024-08-01 11:54:30+00,In Device,CHECKIN,NCD8242000216
503,1485,2024-08-01 11:55:27+00,In Device,CHECKIN,NCD8242000216
504,885,2024-08-01 12:05:35+00,In Device,CHECKIN,NCD8242000216
505,1668,2024-08-01 12:07:13+00,In Device,CHECKIN,NCD8242000216
506,1529,2024-08-01 12:09:11+00,In Device,CHECKIN,NCD8242000216
507,1623,2024-08-01 12:11:15+00,In Device,CHECKIN,NCD8242000216
508,1353,2024-08-01 12:12:23+00,In Device,CHECKIN,NCD8242000216
509,1449,2024-08-01 12:14:11+00,In Device,CHECKIN,NCD8242000216
510,1651,2024-08-01 12:24:39+00,In Device,CHECKIN,NCD8242000216
511,1547,2024-08-01 12:37:37+00,In Device,CHECKIN,NCD8242000216
512,1497,2024-08-01 12:38:42+00,In Device,CHECKIN,NCD8242000216
513,806,2024-08-01 12:38:53+00,In Device,CHECKIN,NCD8242000216
514,1502,2024-08-01 12:39:52+00,In Device,CHECKIN,NCD8242000216
515,825,2024-08-01 12:49:10+00,In Device,CHECKIN,NCD8242000216
516,1531,2024-08-01 12:50:18+00,In Device,CHECKIN,NCD8242000216
517,1414,2024-08-01 13:04:22+00,In Device,CHECKIN,NCD8242000216
518,1670,2024-08-01 13:05:28+00,In Device,CHECKIN,NCD8242000216
519,1473,2024-08-01 13:10:36+00,In Device,CHECKIN,NCD8242000216
520,1529,2024-08-01 13:10:58+00,In Device,CHECKIN,NCD8242000216
521,1533,2024-08-01 13:12:33+00,In Device,CHECKIN,NCD8242000216
522,1543,2024-08-01 13:12:50+00,In Device,CHECKIN,NCD8242000216
523,1643,2024-08-01 13:16:48+00,In Device,CHECKIN,NCD8242000216
524,1647,2024-08-01 13:17:05+00,In Device,CHECKIN,NCD8242000216
525,1671,2024-08-01 13:19:23+00,In Device,CHECKIN,NCD8242000216
526,1259,2024-08-01 13:34:24+00,In Device,CHECKIN,NCD8242000216
527,1480,2024-08-01 13:42:15+00,In Device,CHECKIN,NCD8242000216
528,1283,2024-08-01 13:42:19+00,In Device,CHECKIN,NCD8242000216
529,800,2024-08-01 13:42:56+00,In Device,CHECKIN,NCD8242000216
530,1542,2024-08-01 13:42:58+00,In Device,CHECKIN,NCD8242000216
531,1286,2024-08-01 13:43:00+00,In Device,CHECKIN,NCD8242000216
532,1565,2024-08-01 13:43:03+00,In Device,CHECKIN,NCD8242000216
533,1438,2024-08-01 13:43:07+00,In Device,CHECKIN,NCD8242000216
534,1180,2024-08-01 13:43:18+00,In Device,CHECKIN,NCD8242000216
535,1617,2024-08-01 13:44:05+00,In Device,CHECKIN,NCD8242000216
536,1604,2024-08-01 13:44:07+00,In Device,CHECKIN,NCD8242000216
537,1599,2024-08-01 13:44:10+00,In Device,CHECKIN,NCD8242000216
538,1588,2024-08-01 13:44:15+00,In Device,CHECKIN,NCD8242000216
539,1145,2024-08-01 13:44:17+00,In Device,CHECKIN,NCD8242000216
540,928,2024-08-01 13:45:13+00,In Device,CHECKIN,NCD8242000216
541,1150,2024-08-01 13:45:23+00,In Device,CHECKIN,NCD8242000216
542,1410,2024-08-01 13:46:51+00,In Device,CHECKIN,NCD8242000216
543,1602,2024-08-01 13:46:57+00,In Device,CHECKIN,NCD8242000216
544,1071,2024-08-01 13:47:31+00,In Device,CHECKIN,NCD8242000216
545,1550,2024-08-01 13:47:34+00,In Device,CHECKIN,NCD8242000216
546,1081,2024-08-01 13:48:44+00,In Device,CHECKIN,NCD8242000216
547,1128,2024-08-01 13:48:57+00,In Device,CHECKIN,NCD8242000216
548,1477,2024-08-01 13:50:29+00,In Device,CHECKIN,NCD8242000216
549,1030,2024-08-01 13:51:06+00,In Device,CHECKIN,NCD8242000216
550,1419,2024-08-01 13:51:09+00,In Device,CHECKIN,NCD8242000216
551,1311,2024-08-01 13:51:30+00,In Device,CHECKIN,NCD8242000216
552,1605,2024-08-01 13:51:42+00,In Device,CHECKIN,NCD8242000216
553,1033,2024-08-01 13:53:14+00,In Device,CHECKIN,NCD8242000216
554,997,2024-08-01 13:53:16+00,In Device,CHECKIN,NCD8242000216
555,1236,2024-08-01 13:53:23+00,In Device,CHECKIN,NCD8242000216
556,1082,2024-08-01 13:53:57+00,In Device,CHECKIN,NCD8242000216
557,1603,2024-08-01 13:54:24+00,In Device,CHECKIN,NCD8242000216
558,1038,2024-08-01 13:54:26+00,In Device,CHECKIN,NCD8242000216
559,1492,2024-08-01 13:54:32+00,In Device,CHECKIN,NCD8242000216
560,1428,2024-08-01 13:54:35+00,In Device,CHECKIN,NCD8242000216
561,1582,2024-08-01 13:54:42+00,In Device,CHECKIN,NCD8242000216
562,1613,2024-08-01 13:54:43+00,In Device,CHECKIN,NCD8242000216
563,1045,2024-08-01 13:55:25+00,In Device,CHECKIN,NCD8242000216
564,1384,2024-08-01 13:55:27+00,In Device,CHECKIN,NCD8242000216
565,1287,2024-08-01 13:55:50+00,In Device,CHECKIN,NCD8242000216
566,1452,2024-08-01 13:55:54+00,In Device,CHECKIN,NCD8242000216
567,1336,2024-08-01 13:56:13+00,In Device,CHECKIN,NCD8242000216
568,1578,2024-08-01 13:56:23+00,In Device,CHECKIN,NCD8242000216
569,1525,2024-08-01 13:56:25+00,In Device,CHECKIN,NCD8242000216
570,1194,2024-08-01 13:56:26+00,In Device,CHECKIN,NCD8242000216
571,1528,2024-08-01 13:56:28+00,In Device,CHECKIN,NCD8242000216
572,1483,2024-08-01 13:56:31+00,In Device,CHECKIN,NCD8242000216
573,1469,2024-08-01 13:56:33+00,In Device,CHECKIN,NCD8242000216
574,1514,2024-08-01 13:56:34+00,In Device,CHECKIN,NCD8242000216
575,1131,2024-08-01 13:56:51+00,In Device,CHECKIN,NCD8242000216
576,1534,2024-08-01 13:56:53+00,In Device,CHECKIN,NCD8242000216
577,1632,2024-08-01 13:57:41+00,In Device,CHECKIN,NCD8242000216
578,1158,2024-08-01 13:57:46+00,In Device,CHECKIN,NCD8242000216
579,1575,2024-08-01 13:57:50+00,In Device,CHECKIN,NCD8242000216
580,1611,2024-08-01 13:57:54+00,In Device,CHECKIN,NCD8242000216
581,1365,2024-08-01 13:58:00+00,In Device,CHECKIN,NCD8242000216
582,1651,2024-08-01 13:58:02+00,In Device,CHECKIN,NCD8242000216
583,1663,2024-08-01 13:58:07+00,In Device,CHECKIN,NCD8242000216
584,845,2024-08-01 13:58:18+00,In Device,CHECKIN,NCD8242000216
585,990,2024-08-01 13:58:22+00,In Device,CHECKIN,NCD8242000216
586,1094,2024-08-01 13:58:27+00,In Device,CHECKIN,NCD8242000216
587,1320,2024-08-01 13:58:28+00,In Device,CHECKIN,NCD8242000216
588,1078,2024-08-01 13:58:29+00,In Device,CHECKIN,NCD8242000216
589,1471,2024-08-01 13:58:32+00,In Device,CHECKIN,NCD8242000216
590,1622,2024-08-01 13:58:36+00,In Device,CHECKIN,NCD8242000216
591,1619,2024-08-01 13:58:39+00,In Device,CHECKIN,NCD8242000216
592,1633,2024-08-01 13:58:41+00,In Device,CHECKIN,NCD8242000216
593,1593,2024-08-01 13:59:10+00,In Device,CHECKIN,NCD8242000216
594,1232,2024-08-01 13:59:17+00,In Device,CHECKIN,NCD8242000216
595,1353,2024-08-01 13:59:39+00,In Device,CHECKIN,NCD8242000216
596,1258,2024-08-01 13:59:47+00,In Device,CHECKIN,NCD8242000216
597,1421,2024-08-01 13:59:50+00,In Device,CHECKIN,NCD8242000216
598,1201,2024-08-01 13:59:56+00,In Device,CHECKIN,NCD8242000216
599,1620,2024-08-01 14:00:01+00,In Device,CHECKIN,NCD8242000216
600,1271,2024-08-01 14:00:20+00,In Device,CHECKIN,NCD8242000216
601,1181,2024-08-01 14:00:23+00,In Device,CHECKIN,NCD8242000216
602,1601,2024-08-01 14:00:51+00,In Device,CHECKIN,NCD8242000216
603,1400,2024-08-01 14:02:32+00,In Device,CHECKIN,NCD8242000216
604,1404,2024-08-01 14:02:34+00,In Device,CHECKIN,NCD8242000216
605,1572,2024-08-01 14:02:50+00,In Device,CHECKIN,NCD8242000216
606,1612,2024-08-01 14:02:53+00,In Device,CHECKIN,NCD8242000216
607,1571,2024-08-01 14:03:53+00,In Device,CHECKIN,NCD8242000216
608,1661,2024-08-01 14:03:57+00,In Device,CHECKIN,NCD8242000216
609,1658,2024-08-01 14:04:00+00,In Device,CHECKIN,NCD8242000216
610,896,2024-08-01 14:15:22+00,In Device,CHECKIN,NCD8242000216
611,1183,2024-08-01 14:15:24+00,In Device,CHECKIN,NCD8242000216
612,1028,2024-08-01 14:16:58+00,In Device,CHECKIN,NCD8242000216
613,854,2024-08-01 14:19:55+00,In Device,CHECKIN,NCD8242000216
614,966,2024-08-01 14:23:51+00,In Device,CHECKIN,NCD8242000216
615,830,2024-08-01 14:28:33+00,In Device,CHECKIN,NCD8242000216
616,1536,2024-08-01 14:42:50+00,In Device,CHECKIN,NCD8242000216
617,1408,2024-08-01 18:53:54+00,In Device,CHECKIN,NCD8242000216
618,1635,2024-08-01 18:56:10+00,In Device,CHECKIN,NCD8242000216
619,1666,2024-08-01 18:56:49+00,In Device,CHECKIN,NCD8242000216
620,1617,2024-08-01 18:57:22+00,In Device,CHECKIN,NCD8242000216
621,1604,2024-08-01 18:57:28+00,In Device,CHECKIN,NCD8242000216
622,1128,2024-08-01 18:57:47+00,In Device,CHECKIN,NCD8242000216
623,1622,2024-08-01 18:58:41+00,In Device,CHECKIN,NCD8242000216
624,827,2024-08-01 19:02:55+00,In Device,CHECKIN,NCD8242000216
625,1279,2024-08-01 19:10:40+00,In Device,CHECKIN,NCD8242000216
626,1027,2024-08-01 19:19:34+00,In Device,CHECKIN,NCD8242000216
627,1633,2024-08-01 19:31:28+00,In Device,CHECKIN,NCD8242000216
628,1490,2024-08-01 19:35:38+00,In Device,CHECKIN,NCD8242000216
629,964,2024-08-01 19:48:10+00,In Device,CHECKIN,NCD8242000216
630,1454,2024-08-01 20:02:59+00,In Device,CHECKIN,NCD8242000216
631,1441,2024-08-01 20:05:49+00,In Device,CHECKIN,NCD8242000216
632,778,2024-08-01 20:13:43+00,In Device,CHECKIN,NCD8242000216
633,911,2024-08-01 20:28:17+00,In Device,CHECKIN,NCD8242000216
634,1487,2024-08-01 20:30:21+00,In Device,CHECKIN,NCD8242000216
635,1467,2024-08-01 21:04:12+00,In Device,CHECKIN,NCD8242000216
636,800,2024-08-01 21:04:36+00,In Device,CHECKIN,NCD8242000216
637,1576,2024-08-01 21:08:10+00,In Device,CHECKIN,NCD8242000216
638,1438,2024-08-01 21:14:15+00,In Device,CHECKIN,NCD8242000216
639,932,2024-08-01 21:40:21+00,In Device,CHECKIN,NCD8242000216
640,850,2024-08-01 21:42:06+00,In Device,CHECKIN,NCD8242000216
641,951,2024-08-01 21:42:18+00,In Device,CHECKIN,NCD8242000216
642,994,2024-08-01 21:43:25+00,In Device,CHECKIN,NCD8242000216
643,1595,2024-08-01 21:45:21+00,In Device,CHECKIN,NCD8242000216
644,1417,2024-08-01 21:48:57+00,In Device,CHECKIN,NCD8242000216
645,1652,2024-08-01 21:50:41+00,In Device,CHECKIN,NCD8242000216
646,1114,2024-08-01 21:50:58+00,In Device,CHECKIN,NCD8242000216
647,1410,2024-08-01 21:51:54+00,In Device,CHECKIN,NCD8242000216
648,1487,2024-08-01 21:55:02+00,In Device,CHECKIN,NCD8242000216
649,1033,2024-08-01 21:55:06+00,In Device,CHECKIN,NCD8242000216
650,997,2024-08-01 21:55:09+00,In Device,CHECKIN,NCD8242000216
651,1286,2024-08-01 21:55:12+00,In Device,CHECKIN,NCD8242000216
652,1617,2024-08-01 21:56:35+00,In Device,CHECKIN,NCD8242000216
653,1599,2024-08-01 21:57:03+00,In Device,CHECKIN,NCD8242000216
654,1477,2024-08-01 21:57:38+00,In Device,CHECKIN,NCD8242000216
655,1454,2024-08-01 21:57:43+00,In Device,CHECKIN,NCD8242000216
656,1081,2024-08-01 21:58:39+00,In Device,CHECKIN,NCD8242000216
657,1128,2024-08-01 21:58:41+00,In Device,CHECKIN,NCD8242000216
658,1150,2024-08-01 21:59:53+00,In Device,CHECKIN,NCD8242000216
659,1603,2024-08-01 21:59:59+00,In Device,CHECKIN,NCD8242000216
660,1038,2024-08-01 22:03:45+00,In Device,CHECKIN,NCD8242000216
661,966,2024-08-01 22:04:46+00,In Device,CHECKIN,NCD8242000216
662,1536,2024-08-01 22:04:48+00,In Device,CHECKIN,NCD8242000216
663,1384,2024-08-01 22:12:45+00,In Device,CHECKIN,NCD8242000216
664,1120,2024-08-02 00:58:48+00,In Device,CHECKIN,NCD8242000216
665,1261,2024-08-02 00:58:56+00,In Device,CHECKIN,NCD8242000216
666,951,2024-08-02 01:02:00+00,In Device,CHECKIN,NCD8242000216
667,1237,2024-08-02 01:27:29+00,In Device,CHECKIN,NCD8242000216
668,793,2024-08-02 01:29:37+00,In Device,CHECKIN,NCD8242000216
669,952,2024-08-02 01:30:37+00,In Device,CHECKIN,NCD8242000216
670,1358,2024-08-02 01:31:23+00,In Device,CHECKIN,NCD8242000216
671,932,2024-08-02 02:13:45+00,In Device,CHECKIN,NCD8242000216
672,1120,2024-08-02 02:14:54+00,In Device,CHECKIN,NCD8242000216
673,1261,2024-08-02 02:15:02+00,In Device,CHECKIN,NCD8242000216
674,1595,2024-08-02 02:16:18+00,In Device,CHECKIN,NCD8242000216
675,1637,2024-08-02 02:17:48+00,In Device,CHECKIN,NCD8242000216
676,1628,2024-08-02 02:19:56+00,In Device,CHECKIN,NCD8242000216
677,1506,2024-08-02 02:20:59+00,In Device,CHECKIN,NCD8242000216
678,994,2024-08-02 02:21:23+00,In Device,CHECKIN,NCD8242000216
679,1521,2024-08-02 02:22:27+00,In Device,CHECKIN,NCD8242000216
680,1126,2024-08-02 02:25:49+00,In Device,CHECKIN,NCD8242000216
681,1481,2024-08-02 02:27:31+00,In Device,CHECKIN,NCD8242000216
682,1185,2024-08-02 02:29:16+00,In Device,CHECKIN,NCD8242000216
683,944,2024-08-02 02:32:05+00,In Device,CHECKIN,NCD8242000216
684,1149,2024-08-02 02:34:09+00,In Device,CHECKIN,NCD8242000216
685,1386,2024-08-02 02:36:05+00,In Device,CHECKIN,NCD8242000216
686,1511,2024-08-02 02:37:20+00,In Device,CHECKIN,NCD8242000216
687,1221,2024-08-02 02:41:52+00,In Device,CHECKIN,NCD8242000216
688,1379,2024-08-02 02:43:13+00,In Device,CHECKIN,NCD8242000216
689,793,2024-08-02 02:48:19+00,In Device,CHECKIN,NCD8242000216
690,908,2024-08-02 02:50:55+00,In Device,CHECKIN,NCD8242000216
691,1300,2024-08-02 02:52:04+00,In Device,CHECKIN,NCD8242000216
692,1368,2024-08-02 02:53:28+00,In Device,CHECKIN,NCD8242000216
693,952,2024-08-02 03:00:00+00,In Device,CHECKIN,NCD8242000216
694,818,2024-08-02 03:03:33+00,In Device,CHECKIN,NCD8242000216
695,1562,2024-08-02 03:06:18+00,In Device,CHECKIN,NCD8242000216
696,1464,2024-08-02 03:07:21+00,In Device,CHECKIN,NCD8242000216
697,1434,2024-08-02 03:08:24+00,In Device,CHECKIN,NCD8242000216
698,1107,2024-08-02 03:10:43+00,In Device,CHECKIN,NCD8242000216
699,1500,2024-08-02 03:12:56+00,In Device,CHECKIN,NCD8242000216
700,1342,2024-08-02 03:13:47+00,In Device,CHECKIN,NCD8242000216
701,1096,2024-08-02 03:14:37+00,In Device,CHECKIN,NCD8242000216
702,1649,2024-08-02 03:15:54+00,In Device,CHECKIN,NCD8242000216
703,1341,2024-08-02 03:17:50+00,In Device,CHECKIN,NCD8242000216
704,932,2024-08-02 03:18:04+00,In Device,CHECKIN,NCD8242000216
705,1396,2024-08-02 03:24:44+00,In Device,CHECKIN,NCD8242000216
